Sample_Source_Name,Sample_Source_Code,Year,I2M2,Chemical,Concentration,TU
LA SENSÉE À ETAING (62),1000274,2016,0.243,100-00-5,0.03,3.70869616087488e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1007-28-9,0.005,5.61009227150982e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,1014-69-3,0.005,7.34970663256923e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,1024-57-3,0.005,0.030893705649272
LA SENSÉE À ETAING (62),1000274,2016,0.243,10265-92-6,0.02,3.23914206191008e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,102851-06-9,0.005,0.119720908643169
LA SENSÉE À ETAING (62),1000274,2016,0.243,103055-07-8,0.03,7.85635780964267e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,103361-09-7,0.005,0.00336101154555783
LA SENSÉE À ETAING (62),1000274,2016,0.243,104040-78-0,0.02,2.56053074953061e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,104206-82-8,0.02,4.60182390370352e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,105512-06-9,0.02,5.65236235962032e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,10605-21-7,0.02,5.93102829156524e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1085-98-9,0.005,9.68656962290978e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1113-02-6,0.02,1.27417768723505e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,111991-09-4,0.01,2.43332433835825e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,112281-77-3,0.005,2.20632763311226e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,112410-23-8,0.02,0.000150601742109518
LA SENSÉE À ETAING (62),1000274,2016,0.243,114311-32-9,0.02,0.000915440233410173
LA SENSÉE À ETAING (62),1000274,2016,0.243,114369-43-6,0.005,4.45728089937297e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,115-29-7,0.0015,0.000388679163203199
LA SENSÉE À ETAING (62),1000274,2016,0.243,115-32-2,0.005,0.000112841799774861
LA SENSÉE À ETAING (62),1000274,2016,0.243,116-06-3,0.01,0.000115133047415582
LA SENSÉE À ETAING (62),1000274,2016,0.243,118-74-1,0.003,3.74991354173511e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,118134-30-8,0.01,0.000522757172167163
LA SENSÉE À ETAING (62),1000274,2016,0.243,1194-65-6,0.007,7.47477354777369e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,119446-68-3,0.005,0.00237941395494408
LA SENSÉE À ETAING (62),1000274,2016,0.243,120-36-5,0.02,2.45883844941876e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,120928-09-8,0.03,0.00455849260622068
LA SENSÉE À ETAING (62),1000274,2016,0.243,121-73-3,0.01,3.01995172040202e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,121-75-5,0.003,6.54366796825056e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,121552-61-2,0.005,4.75521332078696e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,122-14-5,0.003,3.98768876494705e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,122-39-4,0.03,0.000248668774881932
LA SENSÉE À ETAING (62),1000274,2016,0.243,122931-48-0,0.02,0.00195627540864597
LA SENSÉE À ETAING (62),1000274,2016,0.243,123312-89-0,0.02,3.16905659865741e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,124-40-3,10,0.00215278173472437
LA SENSÉE À ETAING (62),1000274,2016,0.243,124495-18-7,0.005,7.57477966020172e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,125116-23-6,0.005,1.94254015187264e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,126-73-8,0.005,1.3670046892528e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,126535-15-7,0.02,0.000972590438373568
LA SENSÉE À ETAING (62),1000274,2016,0.243,126833-17-8,0.005,5.80456935063091e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,128639-02-1,0.005,0.000102016402453986
LA SENSÉE À ETAING (62),1000274,2016,0.243,131341-86-1,0.02,0.000450329083348924
LA SENSÉE À ETAING (62),1000274,2016,0.243,131860-33-8,0.02,0.000264624466622674
LA SENSÉE À ETAING (62),1000274,2016,0.243,13194-48-4,0.005,6.61561166556685e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,133855-98-8,0.005,9.23357761993353e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,135590-91-9,0.005,7.26724838959157e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,13684-56-5,0.02,0.00013128950039034
LA SENSÉE À ETAING (62),1000274,2016,0.243,13684-63-4,0.02,2.37099149250909e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,138261-41-3,0.02,9.29672523718602e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,141112-29-0,0.02,0.00391137986405785
LA SENSÉE À ETAING (62),1000274,2016,0.243,141517-21-7,0.02,0.00164637967384279
LA SENSÉE À ETAING (62),1000274,2016,0.243,141776-32-1,0.02,7.42215458985852e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,1420-07-1,0.02,0.00193388210921824
LA SENSÉE À ETAING (62),1000274,2016,0.243,142459-58-3,0.02,0.000213221009729356
LA SENSÉE À ETAING (62),1000274,2016,0.243,143390-89-0,0.005,0.000268577733374332
LA SENSÉE À ETAING (62),1000274,2016,0.243,144550-06-1,0.02,1.63768358380102e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,145701-23-1,0.03,1.58935625234659e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,148-79-8,0.02,0.000140161906329359
LA SENSÉE À ETAING (62),1000274,2016,0.243,15299-99-7,0.005,3.21195908412193e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,15302-91-7,0.03,1.61109538911076e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,153719-23-4,0.03,3.72838931532274e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,15545-48-9,0.02,1.9730132220462e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1563-66-2,0.02,0.00056810681050796
LA SENSÉE À ETAING (62),1000274,2016,0.243,158062-67-0,0.005,1.82965835987674e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,1582-09-8,0.005,0.000241974724650831
LA SENSÉE À ETAING (62),1000274,2016,0.243,15972-60-8,0.005,1.53451099419558e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,16118-49-3,0.02,1.1138584289716e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,161326-34-7,0.02,0.000221070093876569
LA SENSÉE À ETAING (62),1000274,2016,0.243,16752-77-5,0.02,0.000369513232753205
LA SENSÉE À ETAING (62),1000274,2016,0.243,1689-83-4,0.01,1.57072443536465e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1689-84-5,0.02,6.73488207275424e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1689-99-2,0.01,0.000270146907295725
LA SENSÉE À ETAING (62),1000274,2016,0.243,1702-17-6,0.02,2.975294748159e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,1746-81-2,0.01,3.09385531545165e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,175013-18-0,0.02,0.00135123223016831
LA SENSÉE À ETAING (62),1000274,2016,0.243,1861-40-1,0.005,0.00032898038486467
LA SENSÉE À ETAING (62),1000274,2016,0.243,18691-97-9,0.01,5.98136079781274e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,188425-85-6,0.02,5.52369888415058e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1897-45-6,0.01,0.00124709632663939
LA SENSÉE À ETAING (62),1000274,2016,0.243,1918-00-9,0.05,1.84106874115447e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,1918-16-7,0.01,0.000219937862509677
LA SENSÉE À ETAING (62),1000274,2016,0.243,19666-30-9,0.005,0.000307871866278533
LA SENSÉE À ETAING (62),1000274,2016,0.243,2032-65-7,0.02,0.000872830664652546
LA SENSÉE À ETAING (62),1000274,2016,0.243,208465-21-8,0.02,2.57768589832044e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,2104-96-3,0.005,0.00295440482787391
LA SENSÉE À ETAING (62),1000274,2016,0.243,2163-68-0,0.02,2e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,21725-46-2,0.01,0.000916220490122
LA SENSÉE À ETAING (62),1000274,2016,0.243,219714-96-2,0.02,5.17761788363631e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,22248-79-9,0.005,0.000155585816855301
LA SENSÉE À ETAING (62),1000274,2016,0.243,2310-17-0,0.005,0.000145669961128508
LA SENSÉE À ETAING (62),1000274,2016,0.243,23103-98-2,0.02,2.92570137399971e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,2312-35-8,0.005,1.47832528254147e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,23135-22-0,0.02,7.74158694486514e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,2327-02-8,0.01,1.99526231496888e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,23564-05-8,0.02,1.97801689004213e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,24017-47-8,0.005,0.000110552865622532
LA SENSÉE À ETAING (62),1000274,2016,0.243,24934-91-6,0.005,0.000104850378927232
LA SENSÉE À ETAING (62),1000274,2016,0.243,26259-45-0,0.005,1.76876446411216e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,2642-71-9,0.005,0.00243652013312617
LA SENSÉE À ETAING (62),1000274,2016,0.243,27314-13-2,0.005,3.87052613537061e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,2764-72-9,0.02,6.34205487789578e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,2921-88-2,0.005,0.00220581966588457
LA SENSÉE À ETAING (62),1000274,2016,0.243,29232-93-7,0.005,8.36507818199323e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,298-00-0,0.005,4.40118885295672e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,298-04-4,0.005,0.000191853622746139
LA SENSÉE À ETAING (62),1000274,2016,0.243,299-84-3,0.005,0.000201729775094915
LA SENSÉE À ETAING (62),1000274,2016,0.243,301-12-2,0.02,0.000109226997501145
LA SENSÉE À ETAING (62),1000274,2016,0.243,30560-19-1,0.02,7.07017226723994e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,309-00-2,0.003,0.000570980471272905
LA SENSÉE À ETAING (62),1000274,2016,0.243,314-40-9,0.005,1.00108281079452e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,319-84-6,0.005,3.65232994760206e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,319-85-7,0.005,5.86232652291148e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,319-86-8,0.005,3.21269875018651e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,3209-22-1,0.03,8.73617358458909e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,32809-16-8,0.005,5.0207662706044e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,330-54-1,0.02,0.00107678747596873
LA SENSÉE À ETAING (62),1000274,2016,0.243,330-55-2,0.02,0.000810457033603782
LA SENSÉE À ETAING (62),1000274,2016,0.243,33213-65-9,0.0015,0.000705653108588964
LA SENSÉE À ETAING (62),1000274,2016,0.243,333-41-5,0.005,0.000791170352034526
LA SENSÉE À ETAING (62),1000274,2016,0.243,3337-71-1,0.02,6.42288277428254e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,33629-47-9,0.005,0.0016717448898619
LA SENSÉE À ETAING (62),1000274,2016,0.243,33693-04-8,0.005,2.63311607446949e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,3397-62-4,0.02,2e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,34123-59-6,0.02,0.00182192290453183
LA SENSÉE À ETAING (62),1000274,2016,0.243,34256-82-1,0.005,3.03228490755068e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,35065-27-1,3e-04,0.000230739132085983
LA SENSÉE À ETAING (62),1000274,2016,0.243,35256-85-0,0.005,3.88123558314346e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,35554-44-0,0.02,1.24002372841745e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,35693-99-3,3e-04,9.93393364447773e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,361377-29-9,0.03,0.000225071888372239
LA SENSÉE À ETAING (62),1000274,2016,0.243,3691-35-8,0.03,0.000469592611014346
LA SENSÉE À ETAING (62),1000274,2016,0.243,37680-73-2,3e-04,0.000108747994038287
LA SENSÉE À ETAING (62),1000274,2016,0.243,39148-24-8,0.02,1.03569050720005e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,42576-02-3,0.005,2.15908631311864e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,465-73-6,0.003,0.000353281792056242
LA SENSÉE À ETAING (62),1000274,2016,0.243,4685-14-7,0.02,2.74808395002503e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,470-90-6,0.005,0.000375379027059969
LA SENSÉE À ETAING (62),1000274,2016,0.243,4824-78-6,0.005,0.000163218733771473
LA SENSÉE À ETAING (62),1000274,2016,0.243,50-29-3,0.003,0.00120232327584129
LA SENSÉE À ETAING (62),1000274,2016,0.243,50471-44-8,0.005,6.50234493805822e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,50563-36-5,0.005,1.16056643033199e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,5103-71-9,0.005,0.000158113883008419
LA SENSÉE À ETAING (62),1000274,2016,0.243,5103-74-2,0.005,5.87448777469765e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,51235-04-2,0.005,1.63972117216067e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,51338-27-3,0.005,0.000136794930886116
LA SENSÉE À ETAING (62),1000274,2016,0.243,52-68-6,0.02,0.000277798563499371
LA SENSÉE À ETAING (62),1000274,2016,0.243,52315-07-8,0.005,0.00498046628299039
LA SENSÉE À ETAING (62),1000274,2016,0.243,52918-63-5,0.005,0.0187529676455557
LA SENSÉE À ETAING (62),1000274,2016,0.243,53112-28-0,0.005,6.31495128034968e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,55-38-9,0.005,0.000141634810014045
LA SENSÉE À ETAING (62),1000274,2016,0.243,55335-06-3,0.02,9.75730758394955e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,554-00-7,0.02,0.000154642903665508
LA SENSÉE À ETAING (62),1000274,2016,0.243,555-37-3,0.02,0.000228207543263946
LA SENSÉE À ETAING (62),1000274,2016,0.243,5598-13-0,0.005,0.00190708479833469
LA SENSÉE À ETAING (62),1000274,2016,0.243,56-38-2,0.01,0.019819833417975
LA SENSÉE À ETAING (62),1000274,2016,0.243,56-72-4,0.005,0.000262403730124886
LA SENSÉE À ETAING (62),1000274,2016,0.243,563-12-2,0.005,0.000106996606622797
LA SENSÉE À ETAING (62),1000274,2016,0.243,57-74-9,0.01,0.001206424088197
LA SENSÉE À ETAING (62),1000274,2016,0.243,57837-19-1,0.02,2.82767827818913e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,57966-95-7,0.02,2.48902922354277e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,60-51-5,0.01,3.80539725002709e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,60-57-1,0.003,0.00126975886827595
LA SENSÉE À ETAING (62),1000274,2016,0.243,60168-88-9,0.005,0.00041847546858558
LA SENSÉE À ETAING (62),1000274,2016,0.243,608-93-5,0.001,9.41455940194726e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,615-65-6,0.02,5.50845740667634e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,62-73-7,3e-04,5.63405723703423e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,63-25-2,0.02,0.000394666255907301
LA SENSÉE À ETAING (62),1000274,2016,0.243,64902-72-3,0.02,6.51523365932126e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,66230-04-4,0.005,0.0136606072193924
LA SENSÉE À ETAING (62),1000274,2016,0.243,67-48-1,0.02,1.64448529989414e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,67306-00-7,0.01,0.00144277962312948
LA SENSÉE À ETAING (62),1000274,2016,0.243,67375-30-8,0.005,0.0236848154087316
LA SENSÉE À ETAING (62),1000274,2016,0.243,67564-91-4,0.005,2.61920809513895e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,67747-09-5,0.01,9.94031163465777e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,68085-85-8,0.03,0.379857980253283
LA SENSÉE À ETAING (62),1000274,2016,0.243,68359-37-5,0.005,0.171660354213048
LA SENSÉE À ETAING (62),1000274,2016,0.243,69377-81-7,0.02,5.08077538463336e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,7003-89-6,0.03,2.26893082171832e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,7012-37-5,3e-04,1.89287203344058e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,709-98-8,0.005,6.87970798031694e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,71626-11-4,0.005,1.11961834125618e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,72-20-8,0.003,0.010028160004136
LA SENSÉE À ETAING (62),1000274,2016,0.243,72-54-8,0.005,0.00255546539518695
LA SENSÉE À ETAING (62),1000274,2016,0.243,72-55-9,0.005,0.000596719189605398
LA SENSÉE À ETAING (62),1000274,2016,0.243,7287-19-6,0.005,4.6171076913573e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,731-27-1,0.005,0.000197546802394715
LA SENSÉE À ETAING (62),1000274,2016,0.243,732-11-6,0.02,0.015740915793902
LA SENSÉE À ETAING (62),1000274,2016,0.243,74223-64-6,0.02,0.000599970636238159
LA SENSÉE À ETAING (62),1000274,2016,0.243,7439-95-4,7.3,0.000175316527555656
LA SENSÉE À ETAING (62),1000274,2016,0.243,7440-09-7,4.4,4.4e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,76-44-8,0.005,0.00205953892433869
LA SENSÉE À ETAING (62),1000274,2016,0.243,77182-82-2,0.03,3.14066239664728e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,77732-09-3,0.012,4.43793815736319e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,7786-34-7,0.005,0.00104874524398927
LA SENSÉE À ETAING (62),1000274,2016,0.243,78587-05-0,0.005,3.88123558314346e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,79127-80-3,0.02,0.000153896943902686
LA SENSÉE À ETAING (62),1000274,2016,0.243,79277-27-3,0.02,0.000457751731412472
LA SENSÉE À ETAING (62),1000274,2016,0.243,79538-32-2,0.005,0.12392816076971
LA SENSÉE À ETAING (62),1000274,2016,0.243,79622-59-6,0.02,0.000533248933662503
LA SENSÉE À ETAING (62),1000274,2016,0.243,79983-71-4,0.005,2.53670523018649e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,8065-48-3,0.03,0.000453859316457878
LA SENSÉE À ETAING (62),1000274,2016,0.243,81335-37-7,0.02,3.22277507144001e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,81405-85-8,0.01,4.24815153514646e-07
LA SENSÉE À ETAING (62),1000274,2016,0.243,81406-37-3,0.02,0.000226375798731083
LA SENSÉE À ETAING (62),1000274,2016,0.243,82560-54-1,0.02,0.000559538527570931
LA SENSÉE À ETAING (62),1000274,2016,0.243,82657-04-3,0.005,0.0633971893547087
LA SENSÉE À ETAING (62),1000274,2016,0.243,83-79-4,0.005,0.0008475591257657
LA SENSÉE À ETAING (62),1000274,2016,0.243,834-12-8,0.005,4.04827497954097e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,85509-19-9,0.005,8.91599886116458e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,86-50-0,0.005,0.00345199377863922
LA SENSÉE À ETAING (62),1000274,2016,0.243,87-60-5,0.1,2.57039578276887e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,87-86-5,0.06,0.00168364781237727
LA SENSÉE À ETAING (62),1000274,2016,0.243,87674-68-8,0.005,0.00015078911918266
LA SENSÉE À ETAING (62),1000274,2016,0.243,88-06-2,0.05,3.23720352284408e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,88-73-3,0.02,7.78090289988561e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,88-85-7,0.02,0.000558380181655707
LA SENSÉE À ETAING (62),1000274,2016,0.243,886-50-0,0.005,0.000320752466255331
LA SENSÉE À ETAING (62),1000274,2016,0.243,88671-89-0,0.005,5.65809199444431e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,89-59-8,0.1,0.000113762728582343
LA SENSÉE À ETAING (62),1000274,2016,0.243,89-61-2,0.03,6.38000846170749e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,90-13-1,0.02,0.00014809145349018
LA SENSÉE À ETAING (62),1000274,2016,0.243,91465-08-6,0.005,0.0108285424735504
LA SENSÉE À ETAING (62),1000274,2016,0.243,92-87-5,0.03,1.19432151166049e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,93-65-2,0.02,4.27100417209488e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,93-76-5,0.02,9.7460805325047e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,94-11-1,0.005,3.90903900881793e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,94-75-7,0.02,4.48776384756553e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,94-81-5,0.02,0.000140452668747153
LA SENSÉE À ETAING (62),1000274,2016,0.243,94-82-6,0.05,3.15188239414744e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,94125-34-5,0.02,0.000231595435503788
LA SENSÉE À ETAING (62),1000274,2016,0.243,95-57-8,0.02,1.24689532221001e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,95-74-9,0.1,0.000105317368712972
LA SENSÉE À ETAING (62),1000274,2016,0.243,95-95-4,0.05,0.000221294186181313
LA SENSÉE À ETAING (62),1000274,2016,0.243,95266-40-3,0.03,3.60928564912718e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,959-98-8,0.0015,0.00212907646407004
LA SENSÉE À ETAING (62),1000274,2016,0.243,96489-71-3,0.005,0.00233652269815755
LA SENSÉE À ETAING (62),1000274,2016,0.243,96525-23-4,0.02,4.3755232478991e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,97-00-7,0.1,0.0012864709980291
LA SENSÉE À ETAING (62),1000274,2016,0.243,97-17-6,0.005,7.48462428380019e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,98730-04-2,0.005,8.02361357246583e-06
LA SENSÉE À ETAING (62),1000274,2016,0.243,98886-44-3,0.02,2.03062624829152e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,99-54-7,0.03,6.99876247668032e-05
LA SENSÉE À ETAING (62),1000274,2016,0.243,99105-77-8,0.02,0.000360022792083602
LA SENSÉE À ETAING (62),1000274,2016,0.243,99129-21-2,0.005,9.61545864455079e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,100-41-4,0.5,0.000293136571676725
LA SENSÉE À ETAING (62),1000274,2017,0.231,100-42-5,0.5,0.000282403454120838
LA SENSÉE À ETAING (62),1000274,2017,0.231,100-44-7,0.02,1.41686996990301e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1002-53-5,0.00039,0.000195013468641022
LA SENSÉE À ETAING (62),1000274,2017,0.231,100784-20-1,0.02,0.000311336469055108
LA SENSÉE À ETAING (62),1000274,2017,0.231,101-20-2,0.02,0.00176128645683613
LA SENSÉE À ETAING (62),1000274,2017,0.231,101-42-8,0.02,1.85964478117076e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,101007-06-1,0.005,0.000682291568294462
LA SENSÉE À ETAING (62),1000274,2017,0.231,101200-48-0,0.02,0.000146970440438422
LA SENSÉE À ETAING (62),1000274,2017,0.231,101205-02-1,0.05,4.71921761630257e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,1014-70-6,0.02,0.000141003533370797
LA SENSÉE À ETAING (62),1000274,2017,0.231,101463-69-8,0.02,0.139293225678778
LA SENSÉE À ETAING (62),1000274,2017,0.231,1031-07-8,0.005,6.59128369278204e-06
LA SENSÉE À ETAING (62),1000274,2017,0.231,103112-35-2,0.1,0.00196200450392565
LA SENSÉE À ETAING (62),1000274,2017,0.231,104-40-5,0.09,0.00450860833362058
LA SENSÉE À ETAING (62),1000274,2017,0.231,104653-34-1,0.02,0.00430655497622197
LA SENSÉE À ETAING (62),1000274,2017,0.231,106-42-3,0.02,1.6516955384129e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,106-43-4,0.5,0.000360719818962905
LA SENSÉE À ETAING (62),1000274,2017,0.231,106-46-7,0.05,6.11040511162528e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,106-47-8,0.05,0.000455480726132957
LA SENSÉE À ETAING (62),1000274,2017,0.231,107-05-1,0.1,5.95387894127685e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,107-06-2,0.5,1.32669167619117e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-38-3,0.02,2.05745334390736e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-41-8,0.5,1.61796828464814e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-42-9,0.05,0.000185297689608978
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-62-3,0.02,9.12704087842935e-07
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-70-3,0.1,0.000237684028662488
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-77-0,50,0.00102086897233476
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-88-3,0.5,0.000223187570302224
LA SENSÉE À ETAING (62),1000274,2017,0.231,108-90-7,0.5,0.000134700747053183
LA SENSÉE À ETAING (62),1000274,2017,0.231,109-89-7,10,0.00314340254173901
LA SENSÉE À ETAING (62),1000274,2017,0.231,110235-47-7,0.005,3.6531710244801e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,111479-05-1,0.02,0.000250339854606345
LA SENSÉE À ETAING (62),1000274,2017,0.231,111988-49-9,0.03,0.000159816367296889
LA SENSÉE À ETAING (62),1000274,2017,0.231,112143-82-5,0.02,0.000111977301057205
LA SENSÉE À ETAING (62),1000274,2017,0.231,1129-41-5,0.02,1.8652197083486e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,1134-23-2,0.02,3.31688180255512e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,114-26-1,0.02,0.000125034538555137
LA SENSÉE À ETAING (62),1000274,2017,0.231,116-29-0,0.005,3.3586906427369e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,116255-48-2,0.02,0.000549072882844683
LA SENSÉE À ETAING (62),1000274,2017,0.231,1163-19-5,0.005,0.15451477162568
LA SENSÉE À ETAING (62),1000274,2017,0.231,117-18-0,0.01,0.00017725561442846
LA SENSÉE À ETAING (62),1000274,2017,0.231,117-81-7,0.2,0.000775586061752365
LA SENSÉE À ETAING (62),1000274,2017,0.231,117428-22-5,0.02,0.000289087954149186
LA SENSÉE À ETAING (62),1000274,2017,0.231,119-06-2,40,1.7822145762692
LA SENSÉE À ETAING (62),1000274,2017,0.231,119-12-0,0.02,3.71988912644515e-05
LA SENSÉE À ETAING (62),1000274,2017,0.231,119168-77-3,0.005,0.000624554014616242
LA SENSÉE À ETAING (62),1000274,2017,0.231,120-12-7,0.001,0.000535673299976301
