Sample_Source_Name,Sample_Source_Code,Year,I2M2,Chemical,Concentration,TU
LA SLACK À RINXENT (62),1000477,2017,0.518,2104-64-5,0.02,0.00248502061385802
LA SLACK À RINXENT (62),1000477,2017,0.518,210880-92-5,0.02,4.12125982654e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2163-69-1,0.02,4.08347588933906e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,2164-17-2,0.02,6.08737414896242e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,218-01-9,0.0085,6.72386407896221e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,220899-03-6,0.005,4.61179510844123e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2212-67-1,0.005,9.43778336534264e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,22224-92-6,0.02,0.00373705935451171
LA SLACK À RINXENT (62),1000477,2017,0.518,2275-23-2,0.02,3.60354538080504e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,22781-23-3,0.02,0.000602878776855894
LA SLACK À RINXENT (62),1000477,2017,0.518,22936-75-0,0.02,3.74912564865676e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2303-16-4,0.05,7.32267912975129e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2303-17-5,0.006,9.893529438905e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,23560-59-0,0.02,0.00142209953908469
LA SLACK À RINXENT (62),1000477,2017,0.518,23564-06-9,0.05,3.66581044513605e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,24151-93-7,0.02,3.58864084343369e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2439-01-2,0.005,0.000112245775378479
LA SLACK À RINXENT (62),1000477,2017,0.518,25311-71-1,0.02,0.00100769706968461
LA SLACK À RINXENT (62),1000477,2017,0.518,25366-23-8,0.05,6.90192132301442e-07
LA SLACK À RINXENT (62),1000477,2017,0.518,2595-54-2,0.02,9.08929074419018e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2597-03-7,0.02,4.03301647078426e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,26087-47-8,0.02,1.96892872796076e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2631-40-5,0.02,2.31969024238033e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,26644-46-2,0.02,8.53159037603185e-07
LA SLACK À RINXENT (62),1000477,2017,0.518,2675-77-6,0.005,1.25190105187687e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,2686-99-9,0.02,0.000785109071940218
LA SLACK À RINXENT (62),1000477,2017,0.518,28159-98-0,0.0025,0.0014479048027078
LA SLACK À RINXENT (62),1000477,2017,0.518,28249-77-6,0.05,0.00118295984874288
LA SLACK À RINXENT (62),1000477,2017,0.518,28434-01-7,0.005,0.0116968791892078
LA SLACK À RINXENT (62),1000477,2017,0.518,29450-45-1,0.005,4.31092040536351e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,298-02-2,0.02,0.0804136907983826
LA SLACK À RINXENT (62),1000477,2017,0.518,299-86-5,0.02,1.11001793436729e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,29973-13-5,0.02,2.46337197147271e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,300-76-5,0.02,0.00490376890761903
LA SLACK À RINXENT (62),1000477,2017,0.518,30043-49-3,0.02,4.58173530553555e-07
LA SLACK À RINXENT (62),1000477,2017,0.518,311-45-5,0.02,0.0355328461640723
LA SLACK À RINXENT (62),1000477,2017,0.518,31218-83-4,0.005,0.000437491887613718
LA SLACK À RINXENT (62),1000477,2017,0.518,315-18-4,0.02,0.000297666523756851
LA SLACK À RINXENT (62),1000477,2017,0.518,31895-22-4,0.01,0.000391291127126853
LA SLACK À RINXENT (62),1000477,2017,0.518,32534-81-9,0.00015,4.70967847240923e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,32598-13-3,6e-06,3.00020720986187e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,33089-61-1,0.005,1.9519559125383e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,3347-22-6,0.1,0.000335660316699933
LA SLACK À RINXENT (62),1000477,2017,0.518,335104-84-2,0.05,2.70688623941343e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,3383-96-8,0.03,0.00303683540998534
LA SLACK À RINXENT (62),1000477,2017,0.518,34014-18-1,0.02,6.73178125898504e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,34205-21-5,0.02,6.62262242965182e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,35367-38-5,0.05,0.00205906475256926
LA SLACK À RINXENT (62),1000477,2017,0.518,35400-43-2,0.02,6.15077719762637e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,35575-96-3,0.02,0.000172635455759963
LA SLACK À RINXENT (62),1000477,2017,0.518,35694-08-7,0.00025,0.00125008633744245
LA SLACK À RINXENT (62),1000477,2017,0.518,36335-67-8,0.02,6.72558391373561e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,36734-19-7,0.03,0.000338704724638258
LA SLACK À RINXENT (62),1000477,2017,0.518,3689-24-5,0.02,0.0080487788662754
LA SLACK À RINXENT (62),1000477,2017,0.518,3766-81-2,0.02,0.000120511917214872
LA SLACK À RINXENT (62),1000477,2017,0.518,37680-65-2,0.005,0.000117211440765996
LA SLACK À RINXENT (62),1000477,2017,0.518,37764-25-3,0.03,2.12383735315241e-07
LA SLACK À RINXENT (62),1000477,2017,0.518,38260-54-7,0.02,0.000242510192114297
LA SLACK À RINXENT (62),1000477,2017,0.518,38380-07-3,0.001,0.000389941986676543
LA SLACK À RINXENT (62),1000477,2017,0.518,39300-45-3,0.05,0.00949445421050682
LA SLACK À RINXENT (62),1000477,2017,0.518,39515-41-8,0.005,0.175537538592415
LA SLACK À RINXENT (62),1000477,2017,0.518,39807-15-3,0.05,1.17508695304569e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,41198-08-7,0.02,0.00155714837063999
LA SLACK À RINXENT (62),1000477,2017,0.518,41483-43-6,0.01,4.48332270432733e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,4151-50-2,0.05,0.000386073510282257
LA SLACK À RINXENT (62),1000477,2017,0.518,41814-78-2,0.02,1.29249834499078e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,422556-08-9,0.05,8.46583898755004e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,42874-03-3,0.002,7.59154194005063e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,43121-43-3,0.02,4.37149509737387e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,4394-00-7,0.016,6.5180844448658e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,4849-32-5,0.02,6.32455532033676e-07
LA SLACK À RINXENT (62),1000477,2017,0.518,50-32-8,0.00908,0.00275413895830103
LA SLACK À RINXENT (62),1000477,2017,0.518,50594-66-6,0.02,0.000194012626756791
LA SLACK À RINXENT (62),1000477,2017,0.518,51-03-6,0.005,1.83345394101849e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,51146-55-5,0.178,3.16533734986928e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,51218-49-6,0.005,0.000888116634144219
LA SLACK À RINXENT (62),1000477,2017,0.518,51276-47-2,0.05,8.75527928739389e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,51707-55-2,0.02,5.36698023193598e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,5234-68-4,0.02,1.78127099277398e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,52645-53-1,0.01,0.0199434367425734
LA SLACK À RINXENT (62),1000477,2017,0.518,53-70-3,0.00157,0.0144045485736733
LA SLACK À RINXENT (62),1000477,2017,0.518,53250-83-2,0.1,3.31283648117282e-06
LA SLACK À RINXENT (62),1000477,2017,0.518,533-74-4,0.1,0.00107423673601543
LA SLACK À RINXENT (62),1000477,2017,0.518,534-52-1,0.02,1.79816688590361e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,53780-34-0,0.02,4.79766583803898e-08
LA SLACK À RINXENT (62),1000477,2017,0.518,540-59-0,0.5,8.41918406343615e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,541-73-1,0.1,6.03392628219306e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,5436-43-1,0.00015,1.43248887903216e-08
LA SLACK À RINXENT (62),1000477,2017,0.518,55179-31-2,0.02,8.8885310868799e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,55219-65-3,0.02,1.51331729573698e-05
LA SLACK À RINXENT (62),1000477,2017,0.518,55285-14-8,0.1,0.00841007754069233
LA SLACK À RINXENT (62),1000477,2017,0.518,55406-53-6,0.05,0.000826171110143061
LA SLACK À RINXENT (62),1000477,2017,0.518,55512-33-9,0.05,8.43664945312902e-05
